newsSource|publishDate|headlineText
The Daily Mail|2015 01 14|'It's mean': Kris Jenner is 'outraged' InTouch magazine added lipstick to Bruce's photo and claimed he would come out as 'transwoman' in 2015
The Daily Mail|2015 01 14|Robert Huth charged by the FA for explicit transgender Twitter messages
The Daily Mail|2015 01 16|Women's college cancels annual Vagina Monologues performance claiming classic play 'excludes' transgender students
The Daily Mail|2015 01 16|Interfax: Russian officials deny transgender driving ban
The Daily Mail|2015 01 17|Groundbreaking episode: Glee's coach Shannon Beiste comes out as a transgender man, program to show his final transition
The Daily Mail|2015 01 19|"China's transgender sex workers ""marginalised and vulnerable"""
The Daily Mail|2015 01 19|'I don't miss having a daughter:' Mother let her transgender girl live as a boy at the age of ten... and supported him against the bullies who drove him to self-harm
The Daily Mail|2015 01 19|I was living a lie, says British Army's first transgender officer: Captain, 27, changed her life after tour of Afghanistan as a man
The Daily Mail|2015 01 20|Transgender American woman, 25, who cannot afford gender reassignment surgery in the US is moving to the UK for a FREE operation
The Daily Mail|2015 01 30|Robert Huth handed two-match ban for posting improper transgender messages
The Daily Mail|2015 02 02|TV news helicopter pilot Zoey Tur completes her gender transition to join Inside Edition as the first transgender reporter
The Daily Mail|2015 02 04|Transgender newscaster Zoey Tur reveals NBC correspondent daughter Katy stopped speaking to her after decision to have a sex change
The Daily Mail|2015 02 06|'Enough. Come out, speak up': Transgender TV reporter Zoey Tur urges Bruce Jenner to publicly state that he is transitioning into a woman
The Daily Mail|2015 02 10|All-female liberal arts college Bryn Mawr changes acceptance policy to allow for transgender women
The Daily Mail|2015 02 10|Jenner speculation comes at key time for transgender rights
The Daily Mail|2015 02 11|Texas College football player, 21, charged with murder of transgender woman 'he was dating'
The Daily Mail|2015 02 19|Congressman reveals he is 'proud grandpa' to transgender child, 8, after she asks him to speak out in support of people like her
The Daily Mail|2015 02 24|Transgender model Andreja Pejic makes catwalk debut as a woman at London Fashion Week - a year after undergoing sex reassignment surgery 
The Daily Mail|2015 02 24|'I longed to be a girl from age three': Transgender teenager who was born a boy on her painful battle to be accepted... and her fears she will never find love
The Daily Mail|2015 02 24|Transgender model recreates Adam Levine's nude photo to break the stigma of what a female-to-male body can look like 
The Daily Mail|2015 03 04|'I'm not attracted to blokes, just the one trannie': Shock jock Kyle Sandilands, 43, reveals his night of lust with a transsexual when he turned 40 saying 'I'm open minded'
The Daily Mail|2015 03 04|'I'm not attracted to blokes, just the one trannie': Shock jock Kyle Sandilands, 43, reveals his night of lust with a transsexual when he turned 40 saying 'I'm open minded'
The Daily Mail|2015 03 05|All-women's Wellesley College revises admissions policy to allow transgender students who identify as female
The Daily Mail|2015 03 08|Transgender woman at center of claims Planet Fitness terminated another woman's membership because she complained a 'man' was in the locker room comes forward
The Daily Mail|2015 03 08|Planet Fitness terminates woman's membership after she complained about a transsexual
The Daily Mail|2015 03 09|Oscar-winner Eddie Redmayne sports make-up and wig for transgender role as he emerges from trailer on set of The Danish Girl
The Daily Mail|2015 03 10|Transgender man wins £1,500 compensation from nightclub after he was ordered to leave men's toilets and use disabled loo instead 
The Daily Mail|2015 03 10|US Marine offered plea deal over Philippine transgender murder
The Daily Mail|2015 03 11|Man gets 4 years in transgender girl's stabbing on train
The Daily Mail|2015 03 12|Transgender teen Jazz Jennings, 14, who has lived as a girl since she was five, signs on to star in TLC reality series to show the 'love, acceptance, and support' of her family and friends
The Daily Mail|2015 03 16|Transgender convicted murderer petitions Supreme Court to force federal prison system to pay for her sex-change operation
The Daily Mail|2015 03 16|Eddie Redmayne broods on the cover of GQ Style... as he talks about the unique experience of playing a transgender role 
The Daily Mail|2015 03 19|Transgender supermodel Andreja Pejic makes her hometown runway return at Melbourne Fashion Festival 
The Daily Mail|2015 03 19|Eddie Redmayne is effeminate in a cinched in suit on the set of The Danish Girl as he continues his transgender transformation 
The Daily Mail|2015 03 21|Pope Francis has lunch with gay, transgender and HIV-positive prisoners during impromptu trip to Naples jail
The Daily Mail|2015 03 23|Transgender woman is hounded by abusive mob branding her 'Jimmy Savile' and 'paedo' in vicious hate campaign
The Daily Mail|2015 03 24|PICTURE EXCLUSIVE: Eddie Redmayne is punched and beaten in Copenhagen as transgender character Einar Wegener on The Danish Girl set
The Daily Mail|2015 03 24|India’s ‘men minus maleness’: Meet the transgender women ostracised from their communities forced into lives of begging or prostitution 
The Daily Mail|2015 03 25|Transgender teen takes his life a year after being crowned high school homecoming king
The Daily Mail|2015 03 26|Renee Richards still amazed she broke transgender taboo
The Daily Mail|2015 03 29|'I feel like the luckiest man in the world': Record-breaking dwarf bodybuilder finds love with 6'3'-tall transgender woman
The Daily Mail|2015 04 01|Learning how to walk in heels, create a convincing cleavage and talk just like a lady: Inside the finishing school teaching transgender women how to act feminine
The Daily Mail|2015 04 01|Transgender woman who had epileptic seizure lasting 45 minutes was changed BACK to being a man
The Daily Mail|2015 04 03|Justice Department says transgender inmate's identity condition must be treated the same as any other medical condition
The Daily Mail|2015 04 04|Meet America's only gay and transgender gang: Forced into a life of crime by poverty and discrimination, members of 'Check It' are turning things around after setting up their own FASHION label
The Daily Mail|2015 04 04|Pictured: Utah's Transgender Mormons who have 'found peace' in their faith - even though the church preaches against sex change surgery
The Daily Mail|2015 04 06|Sterilisation threat darkens Europe's transgender quest for identity - TRFN
The Daily Mail|2015 04 07|Transgender teen, 16, who 'bound chest and tried to starve himself' to get rid of his breasts allowed to have testosterone injections to bring on male puberty
The Daily Mail|2015 04 08|Transgender comedian turns fashion model for powerful ModCloth campaign which aims to prove that clothing has no gender
The Daily Mail|2015 04 08|Elton John and REM frontman Michael Stipe team up to demand protection of transgender prison inmates citing 'horrific injustices' 
The Daily Mail|2015 04 10|Transgender teen in California kills self after bullying
The Daily Mail|2015 04 10|'It’s been hell': Transgender teen, 16, who shared horrific stories of bullying at school takes her own life - the seventh such suicide this year
The Daily Mail|2015 04 10|Georgia prison officials change transgender inmate policy
The Daily Mail|2015 04 13|Transgender man sues loan company over sex bias claim
The Daily Mail|2015 04 14|Transgender 'toxic tush' victim Rajee Narinesingh steps out showing off new face repaired by doctors after injections of cement and tire sealant left her disfigured
The Daily Mail|2015 04 15|Transgender Indians call for equal rights a year after Supreme Court recognised them as a 'third gender'
The Daily Mail|2015 04 20|School officials under fire for reading transgender children's book to KINDERGARTNERS without telling their parents
The Daily Mail|2015 04 20|Transgender birth certificate fight
The Daily Mail|2015 04 21|'It was his choice': Parents of five-year-old transgender boy share their son's transition story with the world to inspire other people to embrace their children's true identity
The Daily Mail|2015 04 22|Former UK Scrabble champion who was transgender killed herself because she felt so stigmatised after facing verbal abuse every day 
The Daily Mail|2015 04 22|From bearded women to sex-swap actresses: As Andreja Pejic becomes the first transgender Vogue model, the taboo-busting figures changing fashion revealed
The Daily Mail|2015 04 23|Transgender inmate's attorneys oppose delay in surgery
The Daily Mail|2015 04 23|Judge won't dismiss case over transgender embalmer's firing
The Daily Mail|2015 04 24|Images of transgender prisoner whose face was 'pulverized' by police after they stripped her and shaved her head spark outrage in Brazil 
